Tumor_Sample_Barcode,n_variants,n_predicted_artifacts,artifact_rate,mean_probability
TCGA-27-1838-01A-01D-1494-08,95,62,0.6526315789473685,0.71643174
TCGA-06-0214-01A-02D-1491-08,70,61,0.8714285714285714,0.8642404
TCGA-06-6391-01A-11D-1696-08,71,61,0.8591549295774648,0.867004
TCGA-06-0209-01A-01D-1491-08,73,61,0.8356164383561644,0.8367802
TCGA-06-0939-01A-01D-1353-08,69,60,0.8695652173913043,0.8525951
TCGA-14-1034-01A-01D-1492-08,75,60,0.8,0.8047769
TCGA-27-1834-01A-01W-0643-08,100,60,0.6,0.63815135
TCGA-28-1752-01A-01W-0643-08,73,59,0.8082191780821918,0.82104737
TCGA-15-1446-01A-01W-0611-08,90,59,0.6555555555555556,0.7172503
TCGA-06-0145-01A-01W-0224-08,107,59,0.5514018691588785,0.5979953
TCGA-14-0871-01A-01W-0424-08,108,59,0.5462962962962963,0.589875
TCGA-19-5955-01A-11D-1696-08,66,58,0.8787878787878788,0.8795205
TCGA-02-2470-01A-01W-0837-08,81,58,0.7160493827160493,0.7629847
TCGA-06-2562-01A-01W-0837-08,85,58,0.6823529411764706,0.6823664
TCGA-14-0813-01A-01D-1492-08,100,58,0.58,0.6477941
TCGA-27-2527-01A-01D-1494-08,61,57,0.9344262295081968,0.91237926
TCGA-14-2554-01A-01D-1494-08,71,57,0.8028169014084507,0.8249835
TCGA-06-0649-01B-01W-0348-08,90,57,0.6333333333333333,0.6932273
TCGA-19-1390-01A-01W-0922-08,153,57,0.37254901960784315,0.42881715
TCGA-06-0124-01A-01D-1490-08,62,56,0.9032258064516129,0.8622306
TCGA-16-1045-01B-01W-0611-08,81,56,0.691358024691358,0.7473644
TCGA-06-0122-01A-01D-1490-08,84,56,0.6666666666666666,0.73572445
TCGA-06-0210-01B-01D-1491-08,60,55,0.9166666666666666,0.9179126
TCGA-06-6697-01A-11D-1845-08,66,55,0.8333333333333334,0.8723694
TCGA-06-0119-01A-08D-1490-08,69,55,0.7971014492753623,0.8127986
TCGA-14-0789-01A-01W-0424-08,72,55,0.7638888888888888,0.7706034
TCGA-06-0877-01A-01W-0424-08,88,55,0.625,0.68146825
TCGA-28-1757-01A-02W-0643-08,95,55,0.5789473684210527,0.6294095
TCGA-19-1390-01A-01D-1495-08,119,55,0.46218487394957986,0.5034028
TCGA-06-0749-01A-01W-0348-08,66,54,0.8181818181818182,0.8128748
TCGA-32-1979-01A-01D-1696-08,77,54,0.7012987012987013,0.6903842
TCGA-28-5213-01A-01D-1486-08,53,53,1.0,0.9772319
TCGA-06-A5U1-01A-11D-A33T-08,78,53,0.6794871794871795,0.71726483
TCGA-06-1084-01A-01W-0611-08,82,53,0.6463414634146342,0.7316833
TCGA-32-2632-01A-01W-0922-08,86,53,0.6162790697674418,0.6389525
TCGA-06-0213-01A-01D-1491-08,63,52,0.8253968253968254,0.8289041
TCGA-12-1093-01A-01W-0611-08,66,52,0.7878787878787878,0.8247134
TCGA-19-2629-01A-01D-1495-08,70,52,0.7428571428571429,0.7809267
TCGA-19-0957-01C-01W-0643-08,86,52,0.6046511627906976,0.6600151
TCGA-19-2621-01B-01W-0922-08,86,52,0.6046511627906976,0.6370427
TCGA-06-0192-01B-01D-1492-08,69,51,0.7391304347826086,0.75770086
TCGA-19-2629-01A-01W-0922-08,69,51,0.7391304347826086,0.7518601
TCGA-14-2554-01A-01W-0837-08,72,51,0.7083333333333334,0.7829239
TCGA-06-0743-01A-01D-1492-08,94,51,0.5425531914893617,0.63075805
TCGA-06-2558-01A-01W-0837-08,99,51,0.5151515151515151,0.5874408
TCGA-16-1048-01B-01D-1353-08,67,50,0.746268656716418,0.7921787
TCGA-19-2620-01A-01D-1495-08,67,50,0.746268656716418,0.76828015
TCGA-27-2518-01A-01D-1494-08,55,49,0.8909090909090909,0.8698471
TCGA-06-0190-01A-01D-1491-08,57,49,0.8596491228070176,0.84778273
TCGA-32-2491-01A-01D-1353-08,63,49,0.7777777777777778,0.79569143
TCGA-06-0877-01A-01D-1492-08,72,48,0.6666666666666666,0.73006976
TCGA-06-2567-01A-01W-0837-08,79,48,0.6075949367088608,0.67359996
TCGA-28-2502-01B-01D-1494-08,53,47,0.8867924528301887,0.89821994
TCGA-76-4927-01A-01D-1486-08,53,47,0.8867924528301887,0.88835883
TCGA-32-2494-01A-01D-1353-08,56,47,0.8392857142857143,0.8437169
TCGA-19-1788-01A-01W-0643-08,70,47,0.6714285714285714,0.6719396
TCGA-02-2466-01A-01W-0837-08,85,47,0.5529411764705883,0.57566774
TCGA-14-1823-01A-01D-1494-08,54,46,0.8518518518518519,0.8486987
TCGA-RR-A6KA-01A-21D-A33T-08,58,46,0.7931034482758621,0.8047141
TCGA-14-0736-01A-01D-2280-08,63,46,0.7301587301587301,0.750957
TCGA-14-3476-01B-01D-1353-08,63,46,0.7301587301587301,0.77154595
TCGA-02-0047-01A-01D-1490-08,64,46,0.71875,0.76893526
TCGA-06-0210-02A-01D-2280-08,67,46,0.6865671641791045,0.72330743
TCGA-14-1825-01A-01W-0643-08,86,46,0.5348837209302325,0.5446895
TCGA-12-3649-01A-01W-0922-08,94,46,0.48936170212765956,0.53911954
TCGA-06-0169-01A-01D-1490-08,48,45,0.9375,0.93472046
TCGA-06-5412-01A-01D-1696-08,51,45,0.8823529411764706,0.87135845
TCGA-76-6192-01A-11D-1696-08,54,45,0.8333333333333334,0.8311089
TCGA-02-2470-01A-01D-1494-08,57,45,0.7894736842105263,0.7804125
TCGA-06-0645-01A-01D-1492-08,57,45,0.7894736842105263,0.7962076
TCGA-06-0644-01A-02D-1492-08,58,45,0.7758620689655172,0.77527833
TCGA-06-0749-01A-01D-1492-08,50,44,0.88,0.86592793
TCGA-28-2502-01B-01W-0837-08,56,44,0.7857142857142857,0.799954
TCGA-12-1089-01A-01W-0611-08,72,44,0.6111111111111112,0.6669622
TCGA-12-3649-01A-01D-1495-08,84,44,0.5238095238095238,0.6121877
TCGA-12-3644-01A-01W-0922-08,96,44,0.4583333333333333,0.56445575
TCGA-76-6663-01A-11D-1845-08,56,43,0.7678571428571429,0.77563417
TCGA-14-1829-01A-01W-0643-08,63,43,0.6825396825396826,0.6622878
TCGA-19-2623-01A-01D-1495-08,78,43,0.5512820512820513,0.6118337
TCGA-06-2563-01A-01W-0837-08,87,43,0.4942528735632184,0.579192
TCGA-4W-AA9T-01A-11D-A391-08,51,42,0.8235294117647058,0.82704026
TCGA-19-5953-01B-12D-1845-08,54,42,0.7777777777777778,0.78330106
TCGA-06-0184-01A-01D-1491-08,55,42,0.7636363636363637,0.80382675
TCGA-27-1831-01A-01D-1494-08,55,42,0.7636363636363637,0.7906722
TCGA-14-1450-01B-01D-1845-08,60,42,0.7,0.7064091
TCGA-02-2486-01A-01W-0837-08,69,42,0.6086956521739131,0.6960875
TCGA-19-1387-01A-01W-0643-08,77,42,0.5454545454545454,0.5971747
TCGA-76-6193-01A-11D-1696-08,49,41,0.8367346938775511,0.83900356
TCGA-32-4211-01A-01D-1353-08,55,41,0.7454545454545455,0.7369489
TCGA-06-0154-01A-03D-1491-08,56,41,0.7321428571428571,0.7314898
TCGA-06-0876-01A-01D-1492-08,66,41,0.6212121212121212,0.7078284
TCGA-74-6578-01A-11D-1845-08,68,41,0.6029411764705882,0.66886234
TCGA-32-4210-01A-01D-1353-08,72,41,0.5694444444444444,0.5974618
TCGA-06-6694-01A-12D-1845-08,99,41,0.41414141414141414,0.49305603
TCGA-06-0171-01A-02D-1491-08,47,40,0.851063829787234,0.84340346
TCGA-19-2625-01A-01D-1495-08,47,40,0.851063829787234,0.835122
TCGA-06-1800-01A-01W-0643-08,69,40,0.5797101449275363,0.6314576
TCGA-06-2558-01A-01D-1494-08,77,40,0.5194805194805194,0.61713135
TCGA-12-0692-01A-01W-0348-08,84,40,0.47619047619047616,0.5425203
TCGA-06-0879-01A-01D-1492-08,60,39,0.65,0.74488825
TCGA-12-0818-01A-01W-0424-08,68,39,0.5735294117647058,0.65061074
TCGA-12-0707-01A-01W-0348-08,73,39,0.5342465753424658,0.57793534
TCGA-12-5295-01A-01D-1486-08,73,39,0.5342465753424658,0.6330467
TCGA-27-1830-01A-01D-1494-08,48,38,0.7916666666666666,0.81344503
TCGA-76-6664-01A-11D-1845-08,50,38,0.76,0.7893096
TCGA-06-6700-01A-12D-1845-08,52,38,0.7307692307692307,0.78114104
TCGA-28-1753-01A-01D-1494-08,52,38,0.7307692307692307,0.7640719
TCGA-02-2486-01A-01D-1494-08,59,38,0.6440677966101694,0.71428764
TCGA-06-0152-02A-01D-2280-08,63,38,0.6031746031746031,0.6445757
TCGA-27-1837-01A-01W-0837-08,63,38,0.6031746031746031,0.676842
TCGA-06-0173-01A-01D-1491-08,77,38,0.4935064935064935,0.61735344
TCGA-32-1986-01A-01D-1494-08,41,37,0.9024390243902439,0.8826999
TCGA-28-2501-01A-01D-1696-08,47,37,0.7872340425531915,0.80156666
TCGA-12-1092-01B-01W-0611-08,48,37,0.7708333333333334,0.7802754
TCGA-02-0055-01A-01D-1490-08,53,37,0.6981132075471698,0.7095983
TCGA-28-1751-01A-02W-0643-08,55,37,0.6727272727272727,0.7155786
TCGA-06-2562-01A-01D-1494-08,60,37,0.6166666666666667,0.6909446
TCGA-32-5222-01A-01D-1486-08,66,37,0.5606060606060606,0.67199683
TCGA-16-0846-01A-01D-1492-08,75,37,0.49333333333333335,0.5492209
TCGA-32-1970-01A-01D-1494-08,79,37,0.46835443037974683,0.54151845
TCGA-19-5954-01A-11D-1696-08,83,37,0.4457831325301205,0.5699366
TCGA-32-1970-01A-01W-0837-08,83,37,0.4457831325301205,0.58895445
TCGA-06-2564-01A-01D-1494-08,61,36,0.5901639344262295,0.6970543
TCGA-06-0185-01A-01D-1491-08,62,36,0.5806451612903226,0.65978366
TCGA-06-0879-01A-01W-0424-08,62,36,0.5806451612903226,0.6598036
TCGA-41-3392-01A-01D-1495-08,67,36,0.5373134328358209,0.6007468
TCGA-19-2625-01A-01W-0922-08,68,36,0.5294117647058824,0.5921109
TCGA-4W-AA9R-01A-11D-A391-08,79,36,0.45569620253164556,0.55943733
TCGA-32-4213-01A-01D-1353-08,44,35,0.7954545454545454,0.81259847
TCGA-27-2528-01A-01D-1494-08,50,35,0.7,0.7158907
TCGA-14-1829-01A-01D-1494-08,51,35,0.6862745098039216,0.7363806
TCGA-06-2561-01A-02W-0837-08,55,35,0.6363636363636364,0.69183105
TCGA-16-0850-01A-01W-0424-08,57,35,0.6140350877192983,0.6669895
TCGA-16-1460-01A-01W-0643-08,58,35,0.603448275862069,0.67485595
TCGA-76-6656-01A-11D-1845-08,88,35,0.3977272727272727,0.53788143
TCGA-06-6390-01A-11D-1696-08,44,34,0.7727272727272727,0.78643584
TCGA-12-0819-01A-01W-0424-08,49,34,0.6938775510204082,0.7230144
TCGA-06-0211-02A-02D-2280-08,53,34,0.6415094339622641,0.67111737
TCGA-12-1088-01A-01W-0611-08,60,34,0.5666666666666667,0.6491468
TCGA-41-3392-01A-01W-0922-08,65,34,0.5230769230769231,0.60337317
TCGA-06-0155-01B-01D-1492-08,70,34,0.4857142857142857,0.6510543
TCGA-19-2631-01A-01D-1353-08,77,34,0.44155844155844154,0.545025
TCGA-06-0145-01A-01D-1490-08,91,34,0.37362637362637363,0.54163367
TCGA-76-6662-01A-11D-1845-08,37,33,0.8918918918918919,0.8870424
TCGA-06-0168-01A-01D-1491-08,42,33,0.7857142857142857,0.7637634
TCGA-27-1836-01A-01D-1494-08,42,33,0.7857142857142857,0.82016444
TCGA-06-0750-01A-01D-1492-08,43,33,0.7674418604651163,0.8212911
TCGA-RR-A6KB-01A-12D-A33T-08,45,33,0.7333333333333333,0.76129067
TCGA-12-0826-01A-01W-0424-08,48,33,0.6875,0.71965975
TCGA-14-0812-01B-01W-0643-08,50,33,0.66,0.6571182
TCGA-19-1385-01A-02W-0643-08,58,33,0.5689655172413793,0.5948859
TCGA-16-0846-01A-01W-0424-08,59,33,0.559322033898305,0.571861
TCGA-06-2567-01A-01D-1494-08,60,33,0.55,0.66997117
TCGA-06-1804-01A-01D-1696-08,85,33,0.38823529411764707,0.5520171
TCGA-06-0650-01A-02D-1696-08,38,32,0.8421052631578947,0.8558923
TCGA-76-6282-01A-11D-1696-08,41,32,0.7804878048780488,0.81108445
TCGA-14-0736-02A-01D-2280-08,42,32,0.7619047619047619,0.79088646
TCGA-06-A6S1-01A-11D-A33T-08,43,32,0.7441860465116279,0.7808724
TCGA-06-0166-01A-01D-1491-08,40,31,0.775,0.75496376
TCGA-06-0219-01A-01D-1491-08,40,31,0.775,0.7950339
TCGA-06-0882-01A-01W-0424-08,44,31,0.7045454545454546,0.7509191
TCGA-14-1823-01A-01W-0643-08,44,31,0.7045454545454546,0.772702
TCGA-19-5958-01A-11D-1696-08,45,31,0.6888888888888889,0.72713315
TCGA-28-1745-01B-01W-0643-08,48,31,0.6458333333333334,0.6675777
TCGA-06-2557-01A-01D-1494-08,49,31,0.6326530612244898,0.69491315
TCGA-06-0152-01A-02D-1492-08,54,31,0.5740740740740741,0.65376484
TCGA-06-0158-01A-01D-1491-08,54,31,0.5740740740740741,0.6936074
TCGA-27-1834-01A-01D-1494-08,55,31,0.5636363636363636,0.62407
TCGA-19-1786-01A-01W-0643-08,58,31,0.5344827586206896,0.59151
TCGA-06-A7TK-01A-21D-A391-08,59,31,0.5254237288135594,0.63661087
TCGA-12-1597-01B-01D-1495-08,59,31,0.5254237288135594,0.6176837
TCGA-27-1833-01A-01D-1494-08,60,31,0.5166666666666667,0.60418147
TCGA-06-0875-01A-01D-1492-08,66,31,0.4696969696969697,0.5805544
TCGA-76-6283-01A-11D-1845-08,86,31,0.36046511627906974,0.4394753
TCGA-76-6660-01A-11D-1845-08,87,31,0.3563218390804598,0.4650317
TCGA-28-1750-01A-01W-0643-08,45,30,0.6666666666666666,0.6927124
TCGA-76-6657-01A-11D-1845-08,49,30,0.6122448979591837,0.64752257
TCGA-19-4065-01A-01D-2280-08,52,30,0.5769230769230769,0.6066023
TCGA-14-0871-01A-01D-1492-08,54,30,0.5555555555555556,0.5724699
TCGA-12-0820-01A-01W-0424-08,55,30,0.5454545454545454,0.66345227
TCGA-4W-AA9S-01A-11D-A391-08,57,30,0.5263157894736842,0.5997884
TCGA-76-4926-01B-01D-1486-08,58,30,0.5172413793103449,0.6767642
TCGA-06-0686-01A-01W-0348-08,65,30,0.46153846153846156,0.5785022
TCGA-19-1789-01A-01W-0643-08,69,30,0.43478260869565216,0.5681049
TCGA-06-5858-01A-01D-1696-08,196,30,0.15306122448979592,0.19455683
TCGA-06-0171-02A-11D-2280-08,34,29,0.8529411764705882,0.81175715
TCGA-28-5214-01A-01D-1486-08,38,29,0.7631578947368421,0.7822739
TCGA-27-2519-01A-01D-1494-08,43,29,0.6744186046511628,0.71190673
TCGA-06-0878-01A-01D-1492-08,45,29,0.6444444444444445,0.69032586
TCGA-06-5413-01A-01D-1696-08,48,29,0.6041666666666666,0.6744868
TCGA-41-6646-01A-11D-1845-08,49,29,0.5918367346938775,0.6244895
TCGA-06-0128-01A-01D-1490-08,51,29,0.5686274509803921,0.6627857
TCGA-27-2528-01A-01W-0837-08,52,29,0.5576923076923077,0.6242521
TCGA-41-5651-01A-01D-1696-08,92,29,0.31521739130434784,0.44054434
TCGA-27-1832-01A-01D-1494-08,31,28,0.9032258064516129,0.8948091
TCGA-02-0033-01A-01D-1490-08,33,28,0.8484848484848485,0.8531909
TCGA-06-0882-01A-01D-1492-08,36,28,0.7777777777777778,0.7935509
TCGA-12-1599-01A-01W-0643-08,43,28,0.6511627906976745,0.6942116
TCGA-28-5219-01A-01D-1486-08,43,28,0.6511627906976745,0.69843674
TCGA-26-5136-01B-01D-1486-08,50,28,0.56,0.6574509
TCGA-41-2571-01A-01D-1495-08,50,28,0.56,0.62800527
TCGA-06-0126-01A-01D-1490-08,55,28,0.509090909090909,0.6607633
TCGA-06-0125-01A-01D-1490-08,62,28,0.45161290322580644,0.54573107
TCGA-06-0140-01A-01D-1490-08,38,27,0.7105263157894737,0.7404542
TCGA-27-1832-01A-01W-0643-08,38,27,0.7105263157894737,0.7633205
TCGA-14-3477-01A-01W-0922-08,39,27,0.6923076923076923,0.7258891
TCGA-14-0862-01B-01D-1845-08,44,27,0.6136363636363636,0.65663344
TCGA-06-0878-01A-01W-0424-08,46,27,0.5869565217391305,0.62956274
TCGA-14-0740-01B-01D-1845-08,50,27,0.54,0.549961
TCGA-16-0849-01A-01W-0424-08,50,27,0.54,0.62652326
TCGA-06-0188-01A-01D-1491-08,52,27,0.5192307692307693,0.5896112
TCGA-28-2514-01A-02W-0837-08,52,27,0.5192307692307693,0.62999433
TCGA-76-6661-01B-11D-1845-08,53,27,0.5094339622641509,0.61832494
TCGA-12-0688-01A-02D-1492-08,55,27,0.4909090909090909,0.6684285
TCGA-19-5950-01A-11D-1696-08,56,27,0.48214285714285715,0.6037375
TCGA-27-2521-01A-01W-0837-08,57,27,0.47368421052631576,0.52083266
TCGA-32-2638-01A-01D-1495-08,58,27,0.46551724137931033,0.5963034
TCGA-06-1087-01A-02W-0611-08,60,27,0.45,0.5154825
TCGA-27-2521-01A-01D-1494-08,61,27,0.4426229508196721,0.526729
TCGA-12-0657-01A-01W-0348-08,63,27,0.42857142857142855,0.55114037
TCGA-12-1597-01B-01W-0922-08,63,27,0.42857142857142855,0.57274276
TCGA-14-1455-01A-01W-0643-08,63,27,0.42857142857142855,0.55418384
TCGA-14-0817-01A-01D-1492-08,66,27,0.4090909090909091,0.5421421
TCGA-06-2563-01A-01D-1494-08,75,27,0.36,0.51838976
TCGA-41-2575-01A-01W-0922-08,78,27,0.34615384615384615,0.43980947
TCGA-26-6173-01A-11D-1845-08,32,26,0.8125,0.8392606
TCGA-06-6389-01A-11D-1696-08,41,26,0.6341463414634146,0.67384505
TCGA-02-2483-01A-01D-1494-08,49,26,0.5306122448979592,0.6500533
TCGA-12-0656-01A-03W-0348-08,50,26,0.52,0.66403925
TCGA-28-2514-01A-02D-1494-08,53,26,0.49056603773584906,0.5722564
TCGA-06-0875-01A-01W-0424-08,56,26,0.4642857142857143,0.50859344
TCGA-06-5856-01A-01D-1696-08,56,26,0.4642857142857143,0.5336739
TCGA-41-2571-01A-01W-0922-08,57,26,0.45614035087719296,0.57636476
TCGA-19-1386-01A-01W-0643-08,60,26,0.43333333333333335,0.518015
TCGA-28-1746-01A-01W-0643-08,73,26,0.3561643835616438,0.415787
TCGA-06-5418-01A-01D-1486-08,37,25,0.6756756756756757,0.7085748
TCGA-14-1827-01A-01W-0643-08,41,25,0.6097560975609756,0.63791174
TCGA-28-1747-01C-01W-0837-08,42,25,0.5952380952380952,0.729249
TCGA-32-1976-01A-01W-0837-08,48,25,0.5208333333333334,0.5638675
TCGA-06-6388-01A-12D-1845-08,49,25,0.5102040816326531,0.581002
TCGA-28-6450-01A-11D-1696-08,55,25,0.45454545454545453,0.5552804
TCGA-19-1791-01A-01W-0643-08,61,25,0.4098360655737705,0.4436921
TCGA-12-0691-01A-01W-0348-08,62,25,0.4032258064516129,0.5234851
TCGA-32-2495-01A-01D-1353-08,64,25,0.390625,0.51899475
TCGA-06-0195-01B-01D-1491-08,69,25,0.36231884057971014,0.49113405
TCGA-06-0137-01A-01D-1490-08,77,25,0.3246753246753247,0.46591672
TCGA-28-5209-01A-01D-1486-08,80,25,0.3125,0.45747536
TCGA-06-0130-01A-01D-1490-08,27,24,0.8888888888888888,0.8849814
TCGA-12-0827-01A-01W-0424-08,30,24,0.8,0.78889966
TCGA-74-6577-01A-11D-1845-08,33,24,0.7272727272727273,0.7105659
TCGA-28-5211-01C-11D-1845-08,34,24,0.7058823529411765,0.75233793
TCGA-06-5411-01A-01D-1696-08,35,24,0.6857142857142857,0.7177916
TCGA-26-1442-01A-01D-1696-08,41,24,0.5853658536585366,0.60450715
TCGA-26-5139-01A-01D-1486-08,45,24,0.5333333333333333,0.6396201
TCGA-27-2519-01A-01W-0837-08,46,24,0.5217391304347826,0.59536135
TCGA-RR-A6KC-01A-31D-A33T-08,49,24,0.4897959183673469,0.60174453
TCGA-12-0619-01A-01D-1492-08,53,24,0.4528301886792453,0.5596047
TCGA-16-0861-01A-01W-0424-08,57,24,0.42105263157894735,0.5263476
TCGA-32-2638-01A-01W-0922-08,57,24,0.42105263157894735,0.5345303
TCGA-02-2485-01A-01W-0837-08,60,24,0.4,0.53591883
TCGA-28-1755-01A-01W-0643-08,61,24,0.39344262295081966,0.5143843
TCGA-06-0876-01A-01W-0424-08,62,24,0.3870967741935484,0.5287889
TCGA-06-0686-01A-01D-1492-08,64,24,0.375,0.47860488
TCGA-27-1835-01A-01D-1494-08,70,24,0.34285714285714286,0.54409003
TCGA-12-3646-01A-01W-0922-08,78,24,0.3076923076923077,0.38784742
TCGA-41-4097-01A-01D-1353-08,30,23,0.7666666666666667,0.84930384
TCGA-74-6584-01A-11D-1845-08,40,23,0.575,0.61466366
TCGA-28-1747-01C-01D-1494-08,41,23,0.5609756097560976,0.71824485
TCGA-06-5415-01A-01D-1486-08,48,23,0.4791666666666667,0.5397354
TCGA-06-0157-01A-01D-1491-08,51,23,0.45098039215686275,0.5760168
TCGA-76-4935-01A-01D-1486-08,52,23,0.4423076923076923,0.54485154
TCGA-12-1598-01A-01W-0643-08,57,23,0.40350877192982454,0.5030982
TCGA-14-1034-02B-01D-2280-08,77,23,0.2987012987012987,0.37194994
TCGA-19-5959-01A-11D-1696-08,85,23,0.27058823529411763,0.3841701
TCGA-06-0132-01A-02D-1491-08,23,22,0.9565217391304348,0.954362
TCGA-19-1389-02A-21D-2280-08,27,22,0.8148148148148148,0.8373561
TCGA-06-2561-01A-02D-1494-08,30,22,0.7333333333333333,0.7253064
TCGA-27-2524-01A-01D-1494-08,36,22,0.6111111111111112,0.712173
TCGA-27-1833-01A-01W-0643-08,51,22,0.43137254901960786,0.5020395
TCGA-41-2572-01A-01D-1353-08,52,22,0.4230769230769231,0.6162028
TCGA-06-0745-01A-01W-0348-08,53,22,0.41509433962264153,0.4983085
TCGA-12-0821-01A-01W-0424-08,58,22,0.3793103448275862,0.49042484
TCGA-06-0211-01B-01D-1491-08,60,22,0.36666666666666664,0.52609646
TCGA-76-4929-01A-01D-1486-08,64,22,0.34375,0.45347336
TCGA-06-0744-01A-01W-0348-08,75,22,0.29333333333333333,0.41769457
TCGA-14-0781-01B-01D-1696-08,25,21,0.84,0.80518883
TCGA-32-4209-01A-01D-1353-08,27,21,0.7777777777777778,0.79842347
TCGA-06-5414-01A-01D-1486-08,31,21,0.6774193548387096,0.708569
TCGA-06-0129-01A-01D-1490-08,35,21,0.6,0.63039833
TCGA-06-0238-01A-02D-1492-08,40,21,0.525,0.6700942
TCGA-28-5216-01A-01D-1486-08,48,21,0.4375,0.45429337
TCGA-14-1037-01A-01W-0643-08,54,21,0.3888888888888889,0.5153517
TCGA-76-4934-01A-01D-1486-08,54,21,0.3888888888888889,0.48362944
TCGA-02-2485-01A-01D-1494-08,55,21,0.38181818181818183,0.5026723
TCGA-06-2559-01A-01W-0837-08,62,21,0.3387096774193548,0.47800943
TCGA-12-3652-01A-01D-1495-08,64,21,0.328125,0.46226507
TCGA-06-0747-01A-01D-1492-08,72,21,0.2916666666666667,0.40194786
TCGA-41-3915-01A-01D-1353-08,35,20,0.5714285714285714,0.6150659
TCGA-12-0773-01A-01W-0348-08,42,20,0.47619047619047616,0.5068864
TCGA-06-0152-01A-02W-0323-08,45,20,0.4444444444444444,0.5479568
TCGA-27-2526-01A-01D-1494-08,50,20,0.4,0.60670096
TCGA-06-6695-01A-11D-1845-08,51,20,0.39215686274509803,0.46512502
TCGA-06-0745-01A-01D-1492-08,54,20,0.37037037037037035,0.4484136
TCGA-26-5135-01A-01D-1486-08,61,20,0.32786885245901637,0.57187545
TCGA-06-0216-01B-01D-1492-08,62,20,0.3225806451612903,0.41369426
TCGA-14-1453-01A-01W-0611-08,63,20,0.31746031746031744,0.39675653
TCGA-12-0662-01A-01W-0348-08,30,19,0.6333333333333333,0.6722977
TCGA-19-A6J4-01A-11D-A33T-08,31,19,0.6129032258064516,0.63935965
TCGA-28-5215-01A-01D-1486-08,36,19,0.5277777777777778,0.63742673
TCGA-74-6573-01A-12D-1845-08,38,19,0.5,0.57938117
TCGA-26-1799-01A-02W-0643-08,43,19,0.4418604651162791,0.54698694
TCGA-06-0221-02A-11D-2280-08,45,19,0.4222222222222222,0.4913657
TCGA-27-2526-01A-01W-0837-08,49,19,0.3877551020408163,0.5661304
TCGA-12-3650-01A-01D-1495-08,52,19,0.36538461538461536,0.512665
TCGA-87-5896-01A-01D-1696-08,53,19,0.3584905660377358,0.49612316
TCGA-06-0648-01A-01D-1492-08,59,19,0.3220338983050847,0.48069796
TCGA-06-0747-01A-01W-0348-08,62,19,0.3064516129032258,0.41561309
TCGA-12-0692-01A-01D-1492-08,64,19,0.296875,0.44853997
