level,group,threshold,n_variants,n_predicted_artifact,artifact_fraction,median_rep_error_probability,mean_rep_error_probability
sample,TCGA-06-0174-01A-01D-1491-08,0.75,69,19,0.2753623188405797,0.27981207,0.4085553271610014
sample,TCGA-06-0184-01A-01D-1491-08,0.75,55,42,0.7636363636363637,0.97117203,0.80382678219888
sample,TCGA-06-0185-01A-01D-1491-08,0.75,62,36,0.5806451612903226,0.85337415,0.659783653326643
sample,TCGA-06-0185-01A-01W-0254-08,0.75,15,6,0.4,3.2853009e-06,0.3774136425879655
sample,TCGA-06-0187-01A-01D-1491-08,0.75,42,12,0.2857142857142857,0.39425382,0.46096324275801864
sample,TCGA-06-0188-01A-01D-1491-08,0.75,52,27,0.5192307692307693,0.82837855,0.5896111795631834
sample,TCGA-06-0188-01A-01W-0254-08,0.75,15,1,0.06666666666666667,8.098216e-05,0.19693009482503523
sample,TCGA-06-0189-01A-01D-1491-08,0.75,16,14,0.875,0.927205835,0.8294954251194337
sample,TCGA-06-0190-01A-01D-1491-08,0.75,57,49,0.8596491228070176,0.976074,0.8477827198017455
sample,TCGA-06-0190-02A-01D-2280-08,0.75,99,67,0.6767676767676768,0.92155975,0.7090717239711986
sample,TCGA-06-0192-01B-01D-1492-08,0.75,69,51,0.7391304347826086,0.9662616,0.7577008969875825
sample,TCGA-06-0195-01B-01D-1491-08,0.75,69,25,0.36231884057971014,0.50706965,0.49113404996517357
sample,TCGA-06-0209-01A-01D-1491-08,0.75,73,61,0.8356164383561644,0.9848156,0.8367801764911176
sample,TCGA-06-0210-01B-01D-1491-08,0.75,60,55,0.9166666666666666,0.9912061649999999,0.9179126208438786
sample,TCGA-06-0210-02A-01D-2280-08,0.75,67,46,0.6865671641791045,0.91152966,0.7233074039752819
sample,TCGA-06-0211-01B-01D-1491-08,0.75,60,22,0.36666666666666664,0.565204,0.5260964617389525
sample,TCGA-06-0211-02A-02D-2280-08,0.75,53,34,0.6415094339622641,0.903465,0.6711173721522683
sample,TCGA-06-0213-01A-01D-1491-08,0.75,63,52,0.8253968253968254,0.96633106,0.8289040772103246
sample,TCGA-06-0214-01A-02D-1491-08,0.75,70,61,0.8714285714285714,0.9422596299999999,0.864240407142
sample,TCGA-06-0216-01B-01D-1492-08,0.75,62,20,0.3225806451612903,0.302260415,0.4136942571997615
sample,TCGA-06-0219-01A-01D-1491-08,0.75,40,31,0.775,0.9440489000000001,0.795033877142038
sample,TCGA-06-0221-01A-01D-1491-08,0.75,29,13,0.4482758620689655,0.70521873,0.5832705399231201
sample,TCGA-06-0221-02A-11D-2280-08,0.75,45,19,0.4222222222222222,0.45832667,0.49136569262962104
sample,TCGA-06-0237-01A-02D-1491-08,0.75,38,9,0.23684210526315788,0.418295265,0.4309885362454878
sample,TCGA-06-0238-01A-02D-1492-08,0.75,40,21,0.525,0.7903254,0.6700942098112427
sample,TCGA-06-0240-01A-03D-1491-08,0.75,1,0,0.0,0.027137237,0.027137237
sample,TCGA-06-0241-01A-02D-1491-08,0.75,59,9,0.15254237288135594,0.27672508,0.3898519030846252
sample,TCGA-06-0644-01A-02D-1492-08,0.75,58,45,0.7758620689655172,0.961979415,0.7752783399759643
sample,TCGA-06-0645-01A-01D-1492-08,0.75,57,45,0.7894736842105263,0.9649617,0.7962076227482655
sample,TCGA-06-0646-01A-01D-1492-08,0.75,33,16,0.48484848484848486,0.66776663,0.5410130520057256
sample,TCGA-06-0648-01A-01D-1492-08,0.75,59,19,0.3220338983050847,0.45183647,0.4806979463154865
sample,TCGA-06-0648-01A-01W-0323-08,0.75,50,14,0.28,0.360238495,0.4375696317692858
sample,TCGA-06-0649-01B-01D-1492-08,0.75,94,71,0.7553191489361702,0.9628661000000001,0.7766730422113095
sample,TCGA-06-0649-01B-01W-0348-08,0.75,90,57,0.6333333333333333,0.9047107999999999,0.6932273061966586
sample,TCGA-06-0650-01A-02D-1696-08,0.75,38,32,0.8421052631578947,0.9783545499999999,0.8558923116070749
sample,TCGA-06-0686-01A-01D-1492-08,0.75,64,24,0.375,0.37086466,0.47860488620078595
sample,TCGA-06-0686-01A-01W-0348-08,0.75,65,30,0.46153846153846156,0.66159135,0.5785021977368147
sample,TCGA-06-0743-01A-01D-1492-08,0.75,94,51,0.5425531914893617,0.84491956,0.6307580430065516
sample,TCGA-06-0744-01A-01D-1492-08,0.75,74,17,0.22972972972972974,0.28356894,0.3622989076544562
sample,TCGA-06-0744-01A-01W-0348-08,0.75,75,22,0.29333333333333333,0.32798323,0.41769457064303217
sample,TCGA-06-0745-01A-01D-1492-08,0.75,54,20,0.37037037037037035,0.308570655,0.4484136119739495
sample,TCGA-06-0745-01A-01W-0348-08,0.75,53,22,0.41509433962264153,0.50984323,0.4983085043830587
sample,TCGA-06-0747-01A-01D-1492-08,0.75,72,21,0.2916666666666667,0.31080166,0.4019478753297068
sample,TCGA-06-0747-01A-01W-0348-08,0.75,62,19,0.3064516129032258,0.2781825,0.41561308750313386
sample,TCGA-06-0749-01A-01D-1492-08,0.75,50,44,0.88,0.97577543,0.8659279846846065
sample,TCGA-06-0749-01A-01W-0348-08,0.75,66,54,0.8181818181818182,0.94888335,0.8128748157911243
sample,TCGA-06-0750-01A-01D-1492-08,0.75,43,33,0.7674418604651163,0.9378729,0.821291112950902
sample,TCGA-06-0875-01A-01D-1492-08,0.75,66,31,0.4696969696969697,0.7300446,0.5805544641717655
sample,TCGA-06-0875-01A-01W-0424-08,0.75,56,26,0.4642857142857143,0.5339732500000001,0.5085934406874663
sample,TCGA-06-0876-01A-01D-1492-08,0.75,66,41,0.6212121212121212,0.87441432,0.7078283850180446
sample,TCGA-06-0876-01A-01W-0424-08,0.75,62,24,0.3870967741935484,0.62061322,0.5287889052403899
sample,TCGA-06-0877-01A-01D-1492-08,0.75,72,48,0.6666666666666666,0.92307323,0.7300697458184859
sample,TCGA-06-0877-01A-01W-0424-08,0.75,88,55,0.625,0.8545228,0.6814682250723268
sample,TCGA-06-0878-01A-01D-1492-08,0.75,45,29,0.6444444444444445,0.86765194,0.690325863527188
sample,TCGA-06-0878-01A-01W-0424-08,0.75,46,27,0.5869565217391305,0.8336388450000001,0.629562701817331
sample,TCGA-06-0879-01A-01D-1492-08,0.75,60,39,0.65,0.8786677,0.7448882358473946
sample,TCGA-06-0879-01A-01W-0424-08,0.75,62,36,0.5806451612903226,0.83104802,0.6598036542265165
sample,TCGA-06-0881-01A-02D-1492-08,0.75,13,8,0.6153846153846154,0.86257535,0.6446823452492307
sample,TCGA-06-0881-01A-02W-0424-08,0.75,93,68,0.7311827956989247,0.90302,0.7742611269338558
sample,TCGA-06-0882-01A-01D-1492-08,0.75,36,28,0.7777777777777778,0.9799981799999999,0.7935509323950904
sample,TCGA-06-0882-01A-01W-0424-08,0.75,44,31,0.7045454545454546,0.96652333,0.7509191109253558
sample,TCGA-06-0939-01A-01D-1353-08,0.75,69,60,0.8695652173913043,0.96637315,0.8525950738390027
sample,TCGA-06-1084-01A-01W-0611-08,0.75,82,53,0.6463414634146342,0.9566513,0.7316833176532751
sample,TCGA-06-1087-01A-02W-0611-08,0.75,60,27,0.45,0.64769375,0.5154824670896138
sample,TCGA-06-1800-01A-01W-0643-08,0.75,69,40,0.5797101449275363,0.82412356,0.6314576335207193
sample,TCGA-06-1804-01A-01D-1696-08,0.75,85,33,0.38823529411764707,0.56798846,0.5520170664525232
sample,TCGA-06-1806-01A-02D-1845-08,0.75,20,15,0.75,0.966790775,0.742823130383744
sample,TCGA-06-2557-01A-01D-1494-08,0.75,49,31,0.6326530612244898,0.9307766,0.6949131605790629
sample,TCGA-06-2558-01A-01D-1494-08,0.75,77,40,0.5194805194805194,0.79403824,0.6171313718547722
sample,TCGA-06-2558-01A-01W-0837-08,0.75,99,51,0.5151515151515151,0.78715634,0.5874407824044211
sample,TCGA-06-2559-01A-01D-1494-08,0.75,59,17,0.288135593220339,0.42526072,0.45721337765346537
sample,TCGA-06-2559-01A-01W-0837-08,0.75,62,21,0.3387096774193548,0.38832773,0.4780094378350837
sample,TCGA-06-2561-01A-02D-1494-08,0.75,30,22,0.7333333333333333,0.96937552,0.725306390349252
sample,TCGA-06-2561-01A-02W-0837-08,0.75,55,35,0.6363636363636364,0.8627674,0.6918310464201546
sample,TCGA-06-2562-01A-01D-1494-08,0.75,60,37,0.6166666666666667,0.87407903,0.6909445856847173
sample,TCGA-06-2562-01A-01W-0837-08,0.75,85,58,0.6823529411764706,0.9157106,0.682366342461089
sample,TCGA-06-2563-01A-01D-1494-08,0.75,75,27,0.36,0.5607219,0.5183897582816366
sample,TCGA-06-2563-01A-01W-0837-08,0.75,87,43,0.4942528735632184,0.7496013,0.5791919734370213
sample,TCGA-06-2564-01A-01D-1494-08,0.75,61,36,0.5901639344262295,0.85409755,0.6970543244452935
sample,TCGA-06-2565-01A-01D-1494-08,0.75,49,12,0.24489795918367346,0.29273906,0.41386739672565276
sample,TCGA-06-2567-01A-01D-1494-08,0.75,60,33,0.55,0.77787338,0.6699711176824535
sample,TCGA-06-2567-01A-01W-0837-08,0.75,79,48,0.6075949367088608,0.8931142,0.6735999690404246
sample,TCGA-06-2569-01A-01D-1494-08,0.75,28,14,0.5,0.7603892800000001,0.5796250178075429
sample,TCGA-06-2569-01A-01W-0837-08,0.75,30,16,0.5333333333333333,0.872463225,0.5718774741389742
sample,TCGA-06-2570-01A-01D-1495-08,0.75,31,8,0.25806451612903225,0.20423405,0.36196155789387735
sample,TCGA-06-5408-01A-01D-1696-08,0.75,44,18,0.4090909090909091,0.59992998,0.49543255482463916
sample,TCGA-06-5410-01A-01D-1696-08,0.75,20,13,0.65,0.91224495,0.70170107113
sample,TCGA-06-5411-01A-01D-1696-08,0.75,35,24,0.6857142857142857,0.9618918,0.7177916218995642
sample,TCGA-06-5412-01A-01D-1696-08,0.75,51,45,0.8823529411764706,0.9768413,0.8713584302314126
sample,TCGA-06-5413-01A-01D-1696-08,0.75,48,29,0.6041666666666666,0.90306443,0.6744868333804958
sample,TCGA-06-5414-01A-01D-1486-08,0.75,31,21,0.6774193548387096,0.88265216,0.7085689806825249
sample,TCGA-06-5415-01A-01D-1486-08,0.75,48,23,0.4791666666666667,0.62864332,0.5397353513891345
sample,TCGA-06-5416-01A-01D-1486-08,0.75,15171,9517,0.6273152725594885,0.9706343,0.6877914604476696
sample,TCGA-06-5417-01A-01D-1486-08,0.75,54,13,0.24074074074074073,0.12167145,0.3117192157777417
sample,TCGA-06-5418-01A-01D-1486-08,0.75,37,25,0.6756756756756757,0.88529503,0.708574771980101
sample,TCGA-06-5856-01A-01D-1696-08,0.75,56,26,0.4642857142857143,0.6569178,0.533673907141976
sample,TCGA-06-5858-01A-01D-1696-08,0.75,196,30,0.15306122448979592,8.36513975e-08,0.19455683815645675
sample,TCGA-06-5859-01A-01D-1696-08,0.75,46,16,0.34782608695652173,0.586452815,0.5123096426919238
sample,TCGA-06-6388-01A-12D-1845-08,0.75,49,25,0.5102040816326531,0.80471057,0.5810020319928643
sample,TCGA-06-6389-01A-11D-1696-08,0.75,41,26,0.6341463414634146,0.92049164,0.6738450357720687
sample,TCGA-06-6390-01A-11D-1696-08,0.75,44,34,0.7727272727272727,0.978344535,0.7864357888591959
sample,TCGA-06-6391-01A-11D-1696-08,0.75,71,61,0.8591549295774648,0.98961544,0.8670039715619896
sample,TCGA-06-6693-01A-11D-1845-08,0.75,54,11,0.2037037037037037,0.0476654325,0.3112416001293767
sample,TCGA-06-6694-01A-12D-1845-08,0.75,99,41,0.41414141414141414,0.5076395,0.49305602219482386
sample,TCGA-06-6695-01A-11D-1845-08,0.75,51,20,0.39215686274509803,0.4366368,0.46512503271205896
sample,TCGA-06-6697-01A-11D-1845-08,0.75,66,55,0.8333333333333334,0.982622145,0.8723694327936048
sample,TCGA-06-6698-01A-11D-1845-08,0.75,36,13,0.3611111111111111,0.00083962906,0.40235898738990866
sample,TCGA-06-6699-01A-11D-1845-08,0.75,67,19,0.2835820895522388,0.25535032,0.38755980086938646
sample,TCGA-06-6700-01A-12D-1845-08,0.75,52,38,0.7307692307692307,0.98907868,0.7811410855451069
sample,TCGA-06-6701-01A-11D-1845-08,0.75,32,16,0.5,0.7181541499999999,0.5773491741902896
sample,TCGA-06-A5U0-01A-11D-A33T-08,0.75,32,6,0.1875,0.001242233053,0.26416123107643297
sample,TCGA-06-A5U1-01A-11D-A33T-08,0.75,78,53,0.6794871794871795,0.9049163499999999,0.7172648695283228
sample,TCGA-06-A6S0-01A-11D-A33T-08,0.75,61,18,0.29508196721311475,0.2639877,0.4056345576828225
sample,TCGA-06-A6S1-01A-11D-A33T-08,0.75,43,32,0.7441860465116279,0.96498466,0.7808724768241193
sample,TCGA-06-A7TK-01A-21D-A391-08,0.75,59,31,0.5254237288135594,0.83732015,0.6366108527088945
sample,TCGA-06-A7TL-01A-11D-A391-08,0.75,27,11,0.4074074074074074,0.43710902,0.47266739110231976
sample,TCGA-08-0386-01A-01D-1492-08,0.75,15,10,0.6666666666666666,0.8822699,0.6491522566405478
sample,TCGA-12-0615-01A-01D-1492-08,0.75,61,17,0.2786885245901639,0.43906868,0.45512489899385966
sample,TCGA-12-0616-01A-01D-1492-08,0.75,39,15,0.38461538461538464,0.66019344,0.5145080994594802
sample,TCGA-12-0618-01A-01D-1492-08,0.75,37,6,0.16216216216216217,0.19783998,0.3293198721757388
sample,TCGA-12-0619-01A-01D-1492-08,0.75,53,24,0.4528301886792453,0.6719031,0.5596047383258411
sample,TCGA-12-0656-01A-03W-0348-08,0.75,50,26,0.52,0.8232825100000001,0.6640392081749213
sample,TCGA-12-0657-01A-01W-0348-08,0.75,63,27,0.42857142857142855,0.64170283,0.5511403780480638
sample,TCGA-12-0662-01A-01W-0348-08,0.75,30,19,0.6333333333333333,0.92778512,0.6722977263361797
sample,TCGA-12-0670-01B-01W-0424-08,0.75,59,18,0.3050847457627119,0.3877186,0.4609483100004805
sample,TCGA-12-0688-01A-02D-1492-08,0.75,55,27,0.4909090909090909,0.7252854,0.6684284691222225
sample,TCGA-12-0691-01A-01W-0348-08,0.75,62,25,0.4032258064516129,0.631916375,0.5234851240052696
sample,TCGA-12-0692-01A-01D-1492-08,0.75,64,19,0.296875,0.38657021999999996,0.44853996075324126
sample,TCGA-12-0692-01A-01W-0348-08,0.75,84,40,0.47619047619047616,0.73595783,0.5425202891952188
sample,TCGA-12-0707-01A-01W-0348-08,0.75,73,39,0.5342465753424658,0.79783547,0.5779352925176287
sample,TCGA-12-0773-01A-01W-0348-08,0.75,42,20,0.47619047619047616,0.5998174549999999,0.5068864292257017
sample,TCGA-12-0775-01A-01W-0348-08,0.75,112,76,0.6785714285714286,0.89885535,0.7431148361955987
sample,TCGA-12-0818-01A-01W-0424-08,0.75,68,39,0.5735294117647058,0.84812182,0.650610780596922
sample,TCGA-12-0819-01A-01W-0424-08,0.75,49,34,0.6938775510204082,0.89895666,0.7230144083649671
sample,TCGA-12-0820-01A-01W-0424-08,0.75,55,30,0.5454545454545454,0.8419789,0.6634522805479959
sample,TCGA-12-0821-01A-01D-1492-08,0.75,60,16,0.26666666666666666,0.30519316,0.4041087627020062
sample,TCGA-12-0821-01A-01W-0424-08,0.75,58,22,0.3793103448275862,0.55066562,0.4904248559908321
sample,TCGA-12-0826-01A-01W-0424-08,0.75,48,33,0.6875,0.9570174300000001,0.7196597357815411
sample,TCGA-12-0827-01A-01W-0424-08,0.75,30,24,0.8,0.90741229,0.7888997020052341
sample,TCGA-12-0829-01A-01W-0424-08,0.75,152,89,0.5855263157894737,0.90740897,0.6394437695033329
sample,TCGA-12-1088-01A-01W-0611-08,0.75,60,34,0.5666666666666667,0.803500235,0.6491467711915363
sample,TCGA-12-1089-01A-01W-0611-08,0.75,72,44,0.6111111111111112,0.8495807200000001,0.6669622085261588
sample,TCGA-12-1092-01B-01W-0611-08,0.75,48,37,0.7708333333333334,0.96748268,0.7802754650493191
sample,TCGA-12-1093-01A-01W-0611-08,0.75,66,52,0.7878787878787878,0.94691148,0.8247134168286071
sample,TCGA-12-1597-01B-01D-1495-08,0.75,59,31,0.5254237288135594,0.7734975,0.617683745652442
sample,TCGA-12-1597-01B-01W-0922-08,0.75,63,27,0.42857142857142855,0.6389894,0.5727427631798372
sample,TCGA-12-1598-01A-01W-0643-08,0.75,57,23,0.40350877192982454,0.5063668,0.5030982062837299
sample,TCGA-12-1599-01A-01W-0643-08,0.75,43,28,0.6511627906976745,0.883505,0.6942115994195298
sample,TCGA-12-1600-01A-01W-0643-08,0.75,66,17,0.25757575757575757,0.43083832,0.4162247318582393
sample,TCGA-12-1602-01A-01W-0643-08,0.75,46,16,0.34782608695652173,0.43938241,0.45071699346055916
sample,TCGA-12-3644-01A-01W-0922-08,0.75,96,44,0.4583333333333333,0.697470365,0.5644557344073359
sample,TCGA-12-3646-01A-01W-0922-08,0.75,78,24,0.3076923076923077,0.242831335,0.3878474248899142
sample,TCGA-12-3648-01A-01W-0922-08,0.75,52,13,0.25,0.159885665,0.3482057852629319
sample,TCGA-12-3649-01A-01D-1495-08,0.75,84,44,0.5238095238095238,0.80846375,0.6121876768069605
sample,TCGA-12-3649-01A-01W-0922-08,0.75,94,46,0.48936170212765956,0.7155135850000001,0.5391195695191912
sample,TCGA-12-3650-01A-01D-1495-08,0.75,52,19,0.36538461538461536,0.5077899699999999,0.5126649689603809
sample,TCGA-12-3650-01A-01W-0922-08,0.75,53,16,0.3018867924528302,0.5780902,0.4921506261619722
sample,TCGA-12-3651-01A-01W-0922-08,0.75,97,76,0.7835051546391752,0.97018415,0.7893677602475038
sample,TCGA-12-3652-01A-01D-1495-08,0.75,64,21,0.328125,0.383981975,0.4622650678241445
sample,TCGA-12-3652-01A-01W-0922-08,0.75,64,15,0.234375,0.30733557,0.3883343531850132
sample,TCGA-12-3653-01A-01D-1495-08,0.75,27,13,0.48148148148148145,0.5872634,0.5255296566563666
sample,TCGA-12-3653-01A-01W-0922-08,0.75,28,10,0.35714285714285715,0.24015609999999998,0.42545518730221354
sample,TCGA-12-5295-01A-01D-1486-08,0.75,73,39,0.5342465753424658,0.81050307,0.633046680147378
sample,TCGA-12-5299-01A-02D-1486-08,0.75,33,9,0.2727272727272727,0.32512712,0.4126466458695572
sample,TCGA-12-5301-01A-01D-1486-08,0.75,65,18,0.27692307692307694,0.46720934,0.4636224833798015
sample,TCGA-14-0736-01A-01D-2280-08,0.75,63,46,0.7301587301587301,0.94306135,0.7509570231467906
sample,TCGA-14-0736-02A-01D-2280-08,0.75,42,32,0.7619047619047619,0.97617697,0.7908864900448643
sample,TCGA-14-0740-01B-01D-1845-08,0.75,50,27,0.54,0.87569368,0.5499609698156325
sample,TCGA-14-0781-01B-01D-1696-08,0.75,25,21,0.84,0.9679952,0.8051888034240571
sample,TCGA-14-0786-01B-01D-1492-08,0.75,36,11,0.3055555555555556,0.46383715999999997,0.4589100750472863
sample,TCGA-14-0787-01A-01D-1492-08,0.75,34,15,0.4411764705882353,0.48283641,0.5350257928661627
sample,TCGA-14-0789-01A-01D-1492-08,0.75,70,63,0.9,0.98583715,0.8952784067431657
sample,TCGA-14-0789-01A-01W-0424-08,0.75,72,55,0.7638888888888888,0.9482426500000001,0.7706033681813987
sample,TCGA-14-0790-01B-01D-1494-08,0.75,63,13,0.20634920634920634,0.23332882,0.3664597536416162
sample,TCGA-14-0790-01B-01W-0837-08,0.75,64,13,0.203125,0.3437224,0.3842244573614223
sample,TCGA-14-0812-01B-01W-0643-08,0.75,50,33,0.66,0.959961025,0.6571182502126333
sample,TCGA-14-0813-01A-01D-1492-08,0.75,100,58,0.58,0.86112488,0.6477941440028882
sample,TCGA-14-0817-01A-01D-1492-08,0.75,66,27,0.4090909090909091,0.6027264999999999,0.5421421303644904
sample,TCGA-14-0862-01B-01D-1845-08,0.75,44,27,0.6136363636363636,0.865782625,0.6566334060558634
sample,TCGA-14-0865-01B-01W-0643-08,0.75,52,17,0.3269230769230769,0.30240228,0.42492337623513404
sample,TCGA-14-0871-01A-01D-1492-08,0.75,54,30,0.5555555555555556,0.912870705,0.5724698971980868
sample,TCGA-14-0871-01A-01W-0424-08,0.75,108,59,0.5462962962962963,0.77941663,0.5898749808176431
sample,TCGA-14-1034-01A-01D-1492-08,0.75,75,60,0.8,0.9360425,0.8047768984937469
sample,TCGA-14-1034-02B-01D-2280-08,0.75,77,23,0.2987012987012987,0.19794488,0.37194994045814445
sample,TCGA-14-1037-01A-01W-0643-08,0.75,54,21,0.3888888888888889,0.61147875,0.5153516893662253
sample,TCGA-14-1043-01B-11D-1845-08,0.75,22,17,0.7727272727272727,0.978925965,0.7540270935476688
sample,TCGA-14-1395-01B-11D-1845-08,0.75,48,11,0.22916666666666666,0.205294855,0.3572868192743026
sample,TCGA-14-1396-01A-01W-0611-08,0.75,187,112,0.5989304812834224,0.85873413,0.6459460684220238
sample,TCGA-14-1450-01B-01D-1845-08,0.75,60,42,0.7,0.94623545,0.7064091040537168
sample,TCGA-14-1451-01A-01W-0611-08,0.75,29,13,0.4482758620689655,0.592525,0.5541718278557114
sample,TCGA-14-1453-01A-01W-0611-08,0.75,63,20,0.31746031746031744,0.16425961,0.3967565066387915
sample,TCGA-14-1455-01A-01W-0643-08,0.75,63,27,0.42857142857142855,0.6717509,0.5541838469253825
sample,TCGA-14-1456-01B-01D-1494-08,0.75,25,14,0.56,0.86359257,0.6473607165734443
sample,TCGA-14-1795-01A-01W-0643-08,0.75,196,120,0.6122448979591837,0.9294500800000001,0.6270335713932511
sample,TCGA-14-1821-01A-01W-0643-08,0.75,19,3,0.15789473684210525,0.10141593,0.2586649811519659
sample,TCGA-14-1823-01A-01D-1494-08,0.75,54,46,0.8518518518518519,0.97169338,0.848698632349497
sample,TCGA-14-1823-01A-01W-0643-08,0.75,44,31,0.7045454545454546,0.93708645,0.7727019763887071
sample,TCGA-14-1825-01A-01D-1494-08,0.75,55,16,0.2909090909090909,0.27282026,0.39256935890550304
sample,TCGA-14-1825-01A-01W-0643-08,0.75,86,46,0.5348837209302325,0.8267571,0.5446895001040442
sample,TCGA-14-1827-01A-01W-0643-08,0.75,41,25,0.6097560975609756,0.8424154,0.6379117386123558
sample,TCGA-14-1829-01A-01D-1494-08,0.75,51,35,0.6862745098039216,0.9220062,0.7363805732600816
sample,TCGA-14-1829-01A-01W-0643-08,0.75,63,43,0.6825396825396826,0.9016798,0.6622877809435891
sample,TCGA-14-2554-01A-01D-1494-08,0.75,71,57,0.8028169014084507,0.9477606,0.8249834631776056
sample,TCGA-14-2554-01A-01W-0837-08,0.75,72,51,0.7083333333333334,0.9453032,0.7829238720335123
sample,TCGA-14-3476-01B-01D-1353-08,0.75,63,46,0.7301587301587301,0.91640735,0.7715459643263836
sample,TCGA-14-3477-01A-01W-0922-08,0.75,39,27,0.6923076923076923,0.9738798,0.725889067730923
sample,TCGA-14-4157-01A-01D-1353-08,0.75,29,4,0.13793103448275862,0.24260639,0.3498373820586056
